Zip Code,City,County,Latitude,Longitude
08402,Margate City,Atlantic,39.329416,-74.50661
08403,Longport,Atlantic,39.314766,-74.52675
08404,Atlantic City,Atlantic,39.509208,-74.608557
08405,Atlantic City,Atlantic,39.509208,-74.608557
08406,Ventnor City,Atlantic,39.342299,-74.48192
08501,Allentown,Monmouth,40.164556,-74.57785
08502,Belle Mead,Somerset,40.460137,-74.63592
08504,Blawenburg,Somerset,40.425369,-74.668753
08505,Bordentown,Burlington,40.132784,-74.71778
08510,Millstone Township,Monmouth,40.18238,-74.42134
08511,Cookstown,Burlington,40.050128,-74.55611
08512,Cranbury,Middlesex,40.306286,-74.52627
08514,Cream Ridge,Monmouth,40.134892,-74.48688
08515,Chesterfield,Burlington,40.14821,-74.65125
08518,Florence,Burlington,40.11791,-74.8047
08520,Hightstown,Mercer,40.262809,-74.53246
08525,Hopewell,Mercer,40.386902,-74.78112
08526,Imlaystown,Monmouth,40.162275,-74.475936
08527,Jackson,Ocean,40.11597,-74.32251
08528,Kingston,Somerset,40.377173,-74.61538
08530,Lambertville,Hunterdon,40.375039,-74.93184
08533,New Egypt,Ocean,40.075185,-74.48433
08534,Pennington,Mercer,40.32315,-74.78364
08535,Perrineville,Monmouth,40.228497,-74.45064
08536,Plainsboro,Middlesex,40.33371,-74.58512
08540,Princeton,Mercer,40.357439,-74.64922
08541,Princeton,Mercer,40.280531,-74.712018
08542,Princeton,Mercer,40.354424,-74.65943
08543,Princeton,Mercer,40.280531,-74.712018
08544,Princeton,Mercer,40.349206,-74.652811
08550,Princeton Junction,Mercer,40.292358,-74.60902
08551,Ringoes,Hunterdon,40.449171,-74.84979
08553,Rocky Hill,Somerset,40.400406,-74.63895
08554,Roebling,Burlington,40.113883,-74.77977
08555,Roosevelt,Monmouth,40.22142,-74.47378
08556,Rosemont,Hunterdon,40.419965,-74.988619
08557,Sergeantsville,Hunterdon,40.563654,-74.949409
08558,Skillman,Somerset,40.410155,-74.70726
08559,Stockton,Hunterdon,40.435878,-74.96511
08560,Titusville,Mercer,40.31049,-74.85947
08561,Windsor,Mercer,40.242009,-74.58006
08562,Wrightstown,Burlington,40.062215,-74.58893
08601,Trenton,Mercer,40.280531,-74.712018
08602,Trenton,Mercer,40.280531,-74.712018
08603,Trenton,Mercer,40.280531,-74.712018
08604,Trenton,Mercer,40.280531,-74.712018
08605,Trenton,Mercer,40.280531,-74.712018
08606,Trenton,Mercer,40.280531,-74.712018
08607,Trenton,Mercer,40.280531,-74.712018
08608,Trenton,Mercer,40.219158,-74.76481
08609,Trenton,Mercer,40.224441,-74.7421
08610,Trenton,Mercer,40.199859,-74.72005
08611,Trenton,Mercer,40.206959,-74.75136
08618,Trenton,Mercer,40.238258,-74.7805
08619,Trenton,Mercer,40.240558,-74.69588
08620,Trenton,Mercer,40.17296,-74.66915
08625,Trenton,Mercer,40.206709,-74.75643
08628,Trenton,Mercer,40.264708,-74.82295
08629,Trenton,Mercer,40.219358,-74.73334
08638,Trenton,Mercer,40.249908,-74.75953
08640,Fort Dix,Burlington,40.003861,-74.61775
08641,Trenton,Burlington,40.04492,-74.58916
08645,Trenton,Mercer,40.280531,-74.712018
08646,Trenton,Mercer,40.280531,-74.712018
08647,Trenton,Mercer,40.280531,-74.712018
08648,Trenton,Mercer,40.276782,-74.72951
08650,Trenton,Mercer,40.280531,-74.712018
08666,Trenton,Mercer,40.280531,-74.712018
08677,Trenton,Mercer,40.280531,-74.712018
08690,Trenton,Mercer,40.225409,-74.65918
08691,Trenton,Mercer,40.207034,-74.59364
08695,Trenton,Mercer,40.280531,-74.712018
08701,Lakewood,Ocean,40.082782,-74.2094
08720,Allenwood,Monmouth,40.14386,-74.10286
08721,Bayville,Ocean,39.902851,-74.16037
08722,Beachwood,Ocean,39.931068,-74.19618
08723,Brick,Ocean,40.042479,-74.123
08724,Brick,Ocean,40.087794,-74.10981
08730,Brielle,Monmouth,40.108433,-74.06226
08731,Forked River,Ocean,39.848035,-74.21297
08732,Island Heights,Ocean,39.942616,-74.14689
08733,Lakehurst,Ocean,40.017117,-74.30491
08734,Lanoka Harbor,Ocean,39.862864,-74.16624
08735,Lavallette,Ocean,39.982101,-74.06768
08736,Manasquan,Monmouth,40.120261,-74.05765
08738,Mantoloking,Ocean,40.025258,-74.05579
08739,Normandy Beach,Ocean,40.000759,-74.24928
08740,Ocean Gate,Ocean,39.925301,-74.13488
08741,Pine Beach,Ocean,39.934318,-74.16773
08742,Point Pleasant Beach,Ocean,40.081165,-74.06003
08750,Sea Girt,Monmouth,40.133754,-74.04123
08751,Seaside Heights,Ocean,39.948518,-74.0759
08752,Seaside Park,Ocean,39.920268,-74.07967
08753,Toms River,Ocean,39.974584,-74.15141
08754,Toms River,Ocean,40.000759,-74.24928
08755,Toms River,Ocean,40.010092,-74.23032
08756,Toms River,Ocean,39.787966,-74.191058
08757,Toms River,Ocean,39.975967,-74.25296
08758,Waretown,Ocean,39.784513,-74.22376
08759,Manchester Township,Ocean,39.943541,-74.36949
08801,Annandale,Hunterdon,40.624538,-74.89118
08802,Asbury,Hunterdon,40.661172,-75.0321
08803,Baptistown,Hunterdon,40.563654,-74.949409
08804,Bloomsbury,Hunterdon,40.652484,-75.08959
08805,Bound Brook,Somerset,40.567953,-74.54034
08807,Bridgewater,Somerset,40.588097,-74.62253
08808,Broadway,Warren,40.737213,-75.046926
08809,Clinton,Hunterdon,40.639546,-74.91292
08810,Dayton,Middlesex,40.372881,-74.51363
08812,Dunellen,Middlesex,40.594502,-74.47166
08816,East Brunswick,Middlesex,40.434239,-74.40504
08817,Edison,Middlesex,40.516104,-74.39754
08818,Edison,Middlesex,40.430006,-74.417344
08820,Edison,Middlesex,40.575503,-74.35781
08821,Flagtown,Somerset,40.518578,-74.68545
08822,Flemington,Hunterdon,40.515645,-74.85319
08823,Franklin Park,Somerset,40.439412,-74.55565
08824,Kendall Park,Middlesex,40.423055,-74.55352
08825,Frenchtown,Hunterdon,40.509998,-75.03239
08826,Glen Gardner,Hunterdon,40.716332,-74.91405
08827,Hampton,Hunterdon,40.677404,-74.96875
08828,Helmetta,Middlesex,40.37594,-74.41955
08829,High Bridge,Hunterdon,40.668594,-74.89241
08830,Iselin,Middlesex,40.571504,-74.3183
08831,Monroe Township,Middlesex,40.336508,-74.43302
08832,Keasbey,Middlesex,40.517855,-74.30325
08833,Lebanon,Hunterdon,40.643314,-74.82345
08834,Little York,Hunterdon,40.563654,-74.949409
08835,Manville,Somerset,40.538903,-74.59222
08836,Martinsville,Somerset,40.595552,-74.55174
08837,Edison,Middlesex,40.529355,-74.33844
08840,Metuchen,Middlesex,40.543354,-74.3587
08844,Hillsborough,Somerset,40.502477,-74.650023
08846,Middlesex,Middlesex,40.574552,-74.50187
08848,Milford,Hunterdon,40.587606,-75.10402
08850,Milltown,Middlesex,40.451105,-74.43938
08852,Monmouth Junction,Middlesex,40.389428,-74.54329
08853,Neshanic Station,Somerset,40.51057,-74.72472
08854,Piscataway,Middlesex,40.555355,-74.46094
08855,Piscataway,Middlesex,40.430006,-74.417344
08857,Old Bridge,Middlesex,40.397507,-74.3298
08858,Oldwick,Hunterdon,40.681694,-74.73624
08859,Parlin,Middlesex,40.461851,-74.30343
08861,Perth Amboy,Middlesex,40.520105,-74.27708
08862,Perth Amboy,Middlesex,40.430006,-74.417344
08863,Fords,Middlesex,40.535304,-74.31104
08865,Phillipsburg,Warren,40.689123,-75.17243
08867,Pittstown,Hunterdon,40.583035,-74.96224
08868,Quakertown,Hunterdon,40.565493000000004,-74.938931
08869,Raritan,Somerset,40.571302,-74.6374
08870,Readington,Hunterdon,40.563654,-74.949409
08871,Sayreville,Middlesex,40.430006,-74.417344
08872,Sayreville,Middlesex,40.461605,-74.3474
08873,Somerset,Somerset,40.505253,-74.50723
08875,Somerset,Somerset,40.580918,-74.711731
08876,Somerville,Somerset,40.545853,-74.63592
08879,South Amboy,Middlesex,40.469606,-74.27669
08880,South Bound Brook,Somerset,40.553803,-74.52976
08882,South River,Middlesex,40.445006,-74.38179
08884,Spotswood,Middlesex,40.39159,-74.39329
08885,Stanton,Hunterdon,40.576372,-74.831105
08886,Stewartsville,Warren,40.694938,-75.11181
08887,Three Bridges,Hunterdon,40.525361,-74.79632
08888,Whitehouse,Hunterdon,40.619412,-74.740597
08889,Whitehouse Station,Hunterdon,40.612851,-74.76682
08890,Zarephath,Somerset,40.536069,-74.578872
08896,Raritan,Somerset,40.566553,-74.599801
08899,Edison,Middlesex,40.520254,-74.420545
08901,New Brunswick,Middlesex,40.488304,-74.44775
08902,North Brunswick,Middlesex,40.453131,-74.48287
08903,New Brunswick,Middlesex,40.513854,-74.445098
08904,Highland Park,Middlesex,40.500254,-74.4257
08905,New Brunswick,Middlesex,40.430006,-74.417344
08906,New Brunswick,Middlesex,40.430006,-74.417344
08922,New Brunswick,Middlesex,40.430006,-74.417344
08933,New Brunswick,Middlesex,40.430006,-74.417344
08988,New Brunswick,Middlesex,40.430006,-74.417344
08989,New Brunswick,Middlesex,40.430006,-74.417344
