,,,,,,,,,,PAGE: 4,
<< Back to Document Map,,,,,,,,,,,
,,,,,,,,,,,
ORINumber,Agency,Population,Murder,Rape,Robbery,Assault,Burglary,Larceny,Auto Theft,Total,Months
,,,,,,,,,,,
,"Rate Per 100,000",,0,0,0,45.2,0,723.6,45.2,814,0
,Number of Clearances,,0,0,0,1,0,3,0,4,0
,Percent Cleared,,0,0,0,100,0,62,0,63,0
,Number of Arrests,,0,0,0,1,0,2,0,3,0
NJ0041400,GLOUCESTER CITY PD,11167,,,,,,,,,
,Number of Offenses,,2,1,3,12,39,201,10,268,11
,"Rate Per 100,000",,18,9,26.9,107.5,349.2,1800,89.6,2400,0
,Number of Clearances,,2,0,3,7,4,30,0,46,0
,Percent Cleared,,200,0,200,250,45,59,0,68,0
,Number of Arrests,,2,0,6,12,13,51,1,85,0
NJ0041500,GLOUCESTER TWP PD,63198,,,,,,,,,
,Number of Offenses,,2,9,18,35,67,789,24,944,12
,"Rate Per 100,000",,3.2,14.3,28.6,55.4,106,1248.4,37.9,1493.7,0
,Number of Clearances,,1,0,4,30,1,186,3,225,0
,Percent Cleared,,100,0,63,349,4,94,40,96,0
,Number of Arrests,,1,0,10,57,8,202,0,278,0
NJ0041800,HADDON HEIGHTS PD,7497,,,,,,,,,
,Number of Offenses,,0,0,1,2,12,39,3,57,12
,"Rate Per 100,000",,0,0,13.3,26.7,160.1,520.2,39.9,760.3,0
,Number of Clearances,,0,0,1,2,2,3,1,9,0
,Percent Cleared,,0,0,100,100,70,42,100,71,0
,Number of Arrests,,0,0,0,2,2,6,0,10,0
NJ0041600,HADDON TWP PD,14500,,,,,,,,,
,Number of Offenses,,0,1,19,13,26,250,12,321,12
,"Rate Per 100,000",,0,6.9,131.1,89.7,179.4,1724.2,82.8,2213.8,0
,Number of Clearances,,0,0,9,9,12,63,4,97,0
,Percent Cleared,,0,0,166,343,225,94,165,120,0
,Number of Arrests,,0,0,11,10,12,61,3,97,0
NJ0041700,HADDONFIELD PD,11253,,,,,,,,,
,Number of Offenses,,0,0,2,3,13,119,3,140,12
,"Rate Per 100,000",,0,0,17.8,26.7,115.6,1057.4,26.7,1244.2,0
,Number of Clearances,,0,0,2,3,2,12,0,19,0
,Percent Cleared,,0,0,200,300,50,36,0,51,0
,Number of Arrests,,0,0,1,3,6,9,0,19,0
NJ0041900,HI-NELLA POLICE DEPARTMENT,855,,,,,,,,,
,Number of Offenses,,0,0,0,2,0,4,0,6,12
,"Rate Per 100,000",,0,0,0,234,0,467.8,0,701.8,0
,Number of Clearances,,0,0,0,2,0,0,0,2,0
,Percent Cleared,,0,0,0,200,0,0,0,133,0
,Number of Arrests,,0,0,0,3,0,0,0,3,0
NJ0042000,LAUREL SPRINGS PD,1856,,,,,,,,,
,Number of Offenses,,0,0,1,1,6,12,1,21,12
,"Rate Per 100,000",,0,0,53.9,53.9,323.3,646.6,53.9,1131.4,0
,Number of Clearances,,0,0,1,0,1,0,0,2,0
,Percent Cleared,,0,0,100,0,25,0,0,40,0
,Number of Arrests,,0,0,1,0,1,0,0,2,0
NJ0042100,LAWNSIDE BORO PD,2875,,,,,,,,,
,Number of Offenses,,0,0,0,4,9,77,2,92,10
,"Rate Per 100,000",,0,0,0,139.1,313.1,2678.3,69.6,3200,0
,Number of Clearances,,0,0,0,1,0,17,1,19,0
,Percent Cleared,,0,0,0,33,0,74,100,69,0
,Number of Arrests,,0,0,0,2,0,24,0,26,0
NJ0042200,LINDENWOLD BORO PD,17204,,,,,,,,,
,Number of Offenses,,0,16,50,57,124,334,34,615,12
,"Rate Per 100,000",,0,93,290.6,331.2,720.7,1941.3,197.6,3574.7,0
,Number of Clearances,,0,7,17,40,10,46,12,132,0
,Percent Cleared,,0,203,136,299,32,59,129,87,0
,Number of Arrests,,0,6,33,37,10,33,13,132,0
NJ0042300,MAGNOLIA PD,4237,,,,,,,,,
,Number of Offenses,,0,0,5,8,26,46,4,89,12
,"Rate Per 100,000",,0,0,118,188.8,613.6,1085.6,94.4,2100.4,0
,Number of Clearances,,0,0,2,7,4,5,1,19,0
,Percent Cleared,,0,0,100,267,68,39,100,83,0
,Number of Arrests,,0,0,5,5,4,6,0,20,0
NJ0042400,MERCHANTVILLE PD,3712,,,,,,,,,
,Number of Offenses,,0,0,0,4,9,48,2,63,12
,"Rate Per 100,000",,0,0,0,107.8,242.4,1293.2,53.8,1697.2,0
,Number of Clearances,,0,0,0,4,0,14,0,18,0
,Percent Cleared,,0,0,0,200,0,106,0,99,0
,Number of Arrests,,0,0,0,4,0,17,0,21,0
NJ0042500,MT. EPHRAIM PD,4565,,,,,,,,,
,Number of Offenses,,0,0,1,4,7,169,3,184,12
,"Rate Per 100,000",,0,0,21.9,87.6,153.3,3702.1,65.7,4030.6,0
,Number of Clearances,,0,0,0,2,4,61,1,68,0
,Percent Cleared,,0,0,0,150,200,146,50,148,0
,Number of Arrests,,0,0,0,5,4,73,1,83,0
NJ0042600,OAKLYN BORO PD,3934,,,,,,,,,
,Number of Offenses,,0,1,1,3,39,83,5,132,12
,"Rate Per 100,000",,0,25.4,25.4,76.2,991.4,2109.8,127.1,3355.3,0
,Number of Clearances,,0,0,0,1,4,19,0,24,0
,Percent Cleared,,0,0,0,100,92,94,0,84,0
,Number of Arrests,,0,0,0,3,5,28,0,36,0
NJ0042700,PENNSAUKEN TWP PD,35420,,,,,,,,,
,Number of Offenses,,1,2,41,67,197,578,73,959,12
,"Rate Per 100,000",,2.8,5.6,115.8,189.2,556.1,1631.9,206.1,2707.5,0
,Number of Clearances,,1,0,8,46,18,47,2,122,0
,Percent Cleared,,100,0,75,263,44,35,11,51,0
,Number of Arrests,,1,1,10,58,11,52,2,135,0
NJ0042800,PINE HILL PD,10431,,,,,,,,,
,Number of Offenses,,0,1,2,24,25,98,3,153,11
,"Rate Per 100,000",,0,9.6,19.2,230,239.6,939.5,28.8,1466.8,0
