,,,,,,,,,,PAGE: 7,
<< Back to Document Map,,,,,,,,,,,
,,,,,,,,,,,
ORINumber,Agency,Population,Murder,Rape,Robbery,Assault,Burglary,Larceny,Auto Theft,Total,Months
,,,,,,,,,,,
,"Rate Per 100,000",,2.6,23.1,43.8,79.8,272.6,861.4,90.1,1372.9,0
,Number of Clearances,,1,0,13,17,33,35,6,105,0
,Percent Cleared,,100,0,305,241,101,41,49,78,0
,Number of Arrests,,1,0,17,17,11,31,5,82,0
NJ0072800,MONTCLAIR STATE COLLEGE PD,0,,,,,,,,,
,Number of Offenses,,0,3,0,1,4,94,1,103,11
,"Rate Per 100,000",,0,0,0,0,0,0,0,0,0
,Number of Clearances,,0,1,0,0,0,0,0,1,0
,Percent Cleared,,0,100,0,0,0,0,0,4,0
,Number of Arrests,,0,0,0,1,0,0,1,2,0
NJ0072700,NEW JERSEY INSTITUTE OF TECHNOLOGY,0,,,,,,,,,
,Number of Offenses,,0,3,2,3,4,64,4,80,12
,"Rate Per 100,000",,0,0,0,0,0,0,0,0,0
,Number of Clearances,,0,1,1,3,4,21,1,31,0
,Percent Cleared,,0,100,100,200,300,139,33,160,0
,Number of Arrests,,0,0,1,8,8,14,3,34,0
NJ0073200,NEW JERSEY TRANSIT POLICE,0,,,,,,,,,
,Number of Offenses,,0,0,3,13,0,265,6,287,11
,"Rate Per 100,000",,0,0,0,0,0,0,0,0,0
,Number of Clearances,,0,0,1,6,0,130,1,138,0
,Percent Cleared,,0,0,50,207,0,195,50,192,0
,Number of Arrests,,0,0,13,18,3,123,2,159,0
NJNPD0000,NEWARK PD,282258,,,,,,,,,
,Number of Offenses,,38,84,457,667,557,1706,1168,4677,9
,"Rate Per 100,000",,13.5,29.7,161.9,236.3,197.4,604.4,413.8,1657,0
,Number of Clearances,,17,0,47,189,59,130,5,447,0
,Percent Cleared,,232,0,42,109,38,29,1,36,0
,Number of Arrests,,20,0,142,304,61,202,7,736,0
NJ0071500,NORTH CALDWELL PD,6716,,,,,,,,,
,Number of Offenses,,0,1,0,4,10,8,4,27,12
,"Rate Per 100,000",,0,14.9,0,59.6,148.9,119.2,59.6,402,0
,Number of Clearances,,0,0,0,4,1,1,2,8,0
,Percent Cleared,,0,0,0,300,100,33,200,130,0
,Number of Arrests,,0,0,0,3,0,2,1,6,0
NJ0071600,NUTLEY PD,28596,,,,,,,,,
,Number of Offenses,,0,0,6,22,28,116,21,193,12
,"Rate Per 100,000",,0,0,21,77,98,405.6,73.5,675,0
,Number of Clearances,,0,0,7,15,9,23,7,61,0
,Percent Cleared,,0,0,475,205,102,78,147,125,0
,Number of Arrests,,0,0,7,15,11,23,5,61,0
NJ0071700,ORANGE PD,30449,,,,,,,,,
,Number of Offenses,,4,13,96,77,140,337,158,825,12
,"Rate Per 100,000",,13.2,42.7,315.2,252.9,459.8,1106.7,518.8,2709.4,0
,Number of Clearances,,3,0,11,40,7,9,0,70,0
,Percent Cleared,,300,0,51,211,18,11,0,34,0
,Number of Arrests,,1,0,14,38,5,10,0,68,0
NJ0071800,ROSELAND PD,5867,,,,,,,,,
,Number of Offenses,,0,0,0,2,0,26,7,35,11
,"Rate Per 100,000",,0,0,0,34,0,443.1,119.3,596.5,0
,Number of Clearances,,0,0,0,1,0,4,0,5,0
,Percent Cleared,,0,0,0,100,0,47,0,41,0
,Number of Arrests,,0,0,0,1,2,3,0,6,0
NJ0073000,RUTGERS NEWARK CAMPUS,0,,,,,,,,,
,Number of Offenses,,0,3,5,7,2,190,5,212,12
,"Rate Per 100,000",,0,0,0,0,0,0,0,0,0
,Number of Clearances,,0,0,4,6,1,16,1,28,0
,Percent Cleared,,0,0,267,250,100,34,100,53,0
,Number of Arrests,,0,0,4,14,2,16,0,36,0
NJ0071900,SOUTH ORANGE PD,16880,,,,,,,,,
,Number of Offenses,,0,0,9,4,21,233,25,292,12
,"Rate Per 100,000",,0,0,53.3,23.6,124.3,1380.3,148,1729.9,0
,Number of Clearances,,0,0,3,3,11,71,2,90,0
,Percent Cleared,,0,0,92,150,184,123,67,125,0
,Number of Arrests,,0,0,10,5,23,65,1,104,0
NJ0072000,VERONA PD,13437,,,,,,,,,
,Number of Offenses,,0,0,0,1,5,39,5,50,12
,"Rate Per 100,000",,0,0,0,7.4,37.2,290.2,37.2,372.1,0
,Number of Clearances,,0,0,0,0,2,2,0,4,0
,Percent Cleared,,0,0,0,0,150,18,0,33,0
,Number of Arrests,,0,0,0,1,5,4,1,11,0
NJ0072100,WEST CALDWELL PD,10912,,,,,,,,,
,Number of Offenses,,0,1,0,1,7,42,5,56,12
,"Rate Per 100,000",,0,9.2,0,9.2,64.1,384.8,45.9,513.2,0
,Number of Clearances,,0,0,0,1,1,8,0,10,0
,Percent Cleared,,0,0,0,100,33,67,0,63,0
,Number of Arrests,,0,0,0,1,1,12,0,14,0
NJ0072200,WEST ORANGE PD,48071,,,,,,,,,
,Number of Offenses,,0,17,16,59,80,532,61,765,12
,"Rate Per 100,000",,0,35.3,33.2,122.7,166.4,1106.7,126.9,1591.4,0
,Number of Clearances,,0,2,3,36,16,56,9,122,0
,Percent Cleared,,0,29,70,234,79,43,62,63,0
,Number of Arrests,,0,2,4,33,20,58,7,124,0
,County Totals - Essex County,,,,,,,,,,
,Population,800305,,,,,,,,,
,Number of Offenses,,56,199,986,1271,1543,7392,2214,13661,0
,"Rate Per 100,000",,7,24.8,123.2,158.8,192.8,923.6,276.7,1707,0
,Number of Clearances,,28,11,224,584,238,1389,78,2552,0
,Percent Cleared,,247,25,94,187,63,77,15,76,0
,Number of Arrests,,24,2,342,827,298,1423,54,2970,0
